"type_study";"document_title";"author_keywords";"index_keywords";"abstract";"pdf_link";"base";"authors";"publication_title";"endereco";"status1-selecao";"status2-duplicated";"status3-title-abst_keys";"status4-read";"rq1";"rq2";"rq2.1_fase_citada";"rq3";"all_tags";"conotação";"tipo_porte";"setor";"observação";"publication_year";"document_identifier";"online_date"
"white";"ECMO for severe ARDS: systematic review and individual patient data meta-analysis";;;;"http://link.springer.com/article/10.1007/s00134-020-06248-3";"springer";"Alain CombesGiles J. PeekDavid HajagePollyanna HardyDarryl AbramsMatthieu SchmidtAgnès DechartresDiana Elbourne";"Intensive Care Medicine";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Non-specific effects of rabies vaccine on the incidence of common infectious disease episodes: study protocol for a randomized controlled trial";;;;"http://link.springer.com/article/10.1186/s13063-020-04467-z";"springer";"Darryn KnobelChristianah Ibironke OditaAnne ConanDonna BarryMarshalette Smith-AnthonyJuliet BatticeShianne EnglandBradford D. Gessner";"Trials";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Life cycle effects of technology on revenue in the music recording industry 1973–2017";;;;"http://link.springer.com/article/10.1007/s43546-020-00004-x";"springer";"Ivan L. Pitt";"SN Business & Economics";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Editorial";;;;"http://link.springer.com/article/10.1007/s40860-020-00105-2";"springer";"Juan Carlos AugustoAntonio Coronato";"Journal of Reliable Intelligent Environments";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Modelling pyroclastic density currents from a subplinian eruption at La Soufrière de Guadeloupe (West Indies, France)";;;;"http://link.springer.com/article/10.1007/s00445-020-01411-6";"springer";"Tomaso Esposti OngaroJean-Christophe KomorowskiYoann LegendreAugusto Neri";"Bulletin of Volcanology";;0;0;;;;;;;;;;;;2020;"Article";
"white";"An evaluation of solid versus liquid transport media for high-risk HPV detection and cervical cancer screening on self-collected specimens";;;;"http://link.springer.com/article/10.1186/s13027-020-00333-4";"springer";"Hui DuXianzhi DuanYan LiuBin ShiWei ZhangChun WangXinfen QuJuncui BaoJingran LiChao ZhaoJing JiangJuan LiuKejia WuAimin XiaoLvfang DuanXia Huang";"Infectious Agents and Cancer";;0;0;;;;;;;;;;;;2020;"Article";
"white";"A scoping review of worldwide studies evaluating the effects of prehospital time on trauma outcomes";;;;"http://link.springer.com/article/10.1186/s12245-020-00324-7";"springer";"Alexander F. BedardLina V. MataChelsea DymondFabio MoreiraJulia DixonSteven G. SchauerAdit A. GindeVikhyat BebartaErnest E. MooreNee-Kofi Mould-Millman";"International Journal of Emergency Medicine";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Subclinical impairment of dynamic left ventricular systolic and diastolic function in patients with obstructive sleep apnea and preserved left ventricular ejection fraction";;;;"http://link.springer.com/article/10.1186/s12890-020-1099-9";"springer";"Antonello D’AndreaAngelo CanoraSimona SperlonganoDomenico GalatiSerena ZanottaGiorgio Emanuele PolistinaCarmine NicolettaGiacomo GhinassiMaurizio GalderisiAlessandro Sanduzzi ZamparelliPatrizio LancellottiMarialuisa Bocchino";"BMC Pulmonary Medicine";;0;0;;;;;;;;;;;;2020;"Article";
"white";"Information Diffusion for Real Time Resource Planning During Crisis Leveraging Emerging Digital Technologies";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64861-9_4";"springer";"Swarnalakshmi RaviT. J. KamalanabhanThanga Jawahar";"Re-imagining Diffusion and Adoption of Information Technology and Systems: A Continuing Conversation";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Dam Break and Human Disaster: Córrego do Feijão, Brumadinho, MG";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58820-5_61";"springer";"Pedro Benedito CasagrandeMaria Giovana ParisiAna Clara Mourão MouraLourdes Manresa CamargosCamila Marques ZyngierViviane da Silva Borges BarbosaDanilo Marques de MagalhãesGilberto Rodrigues da Silva";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Study of Security and Privacy Issues in Internet of Things";"IoT;blockchain;architecture;security";"COVID-19;Privacy;Pandemics;Service-oriented architecture;Security;Internet of Things;Smart devices";"With the advancement of technology and the internet, almost every device is connected to internet. Internet of Things (IoT) can be explained as an extension of the internet in which smart devices are interconnected with each other. While each smart device has unique identifiers, which makes every device unique. Now, IoT has helped in developing smart architectures whether its home, healthcare, financial institutions or industries. There are smart devices everywhere. These smart devices can also communicate to each other in a network and they work together thus eliminating the need for human interaction. IoT is relatively new and is still developing rapidly. So, there are numerous privacy concerns in IoT. IoT can be divided into different architectural layers depending where the IoT is being used. The IoT model discussed in this research report is Service Oriented Architecture (SOA) which is divided into three layers, application, Network and perception layer. In 2020, during the COVID pandemic the reliability on IoT has increased as people are working from home and many of the tasks has been automated using IoT. The number of security attacks on IoT has also been increased in 2020 alone, which has affected many IoT devices. The objective of this research report is to discuss a number of security and privacy challenges in IoT based on the three SOA layers, the objective of this report also covers discussion on the above mentioned three layers, different technologies used in each layer for communication and different attacks and methods which target each specific layer also discussing different security attacks on IoT which occur ed in 2020 during the COVID pandemic phase. This topic is chosen because Internet of Things is becoming important and is impacting everything around us. It is expected that the total number of IoT devices will cross 20 Billion in 2020 and will have an impact of more than $11 Trillion by 2025. Thus, the security of IoT is to be discussed.";"https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9371828";"ieee explore";"M. H. Khalid; M. Murtaza; M. Habbal";"2020 5th International Conference on Innovative Technologies in Intelligent Systems and Industrial Applications (CITISIA)";"60 Albert Rd, South Melbourne VIC 3205, Austrália";1;0;1;1;1;1;"covid-shock";"trabalho remoto;cibersegurança;IOT";"trabalho remoto;cibersegurança;IOT";"pessimista";"empresa";"privado";;2020;"IEEE Conferences";"2021-03-09"
"white";"Shrinking Phenomena in Italian Inner Mountainous Areas. Resilience Strategies";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58814-4_14";"springer";"Francesco RotondoGiovanni MarinelliLuca Domenella";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Multi-objective Disaster Backup in Inter-datacenter Using Reinforcement Learning";;;;"http://link.springer.com/chapter/10.1007/978-3-030-59016-1_49";"springer";"Jiaxin YanHua WangXiaole LiShanwen YiYao Qin";"Wireless Algorithms, Systems, and Applications";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"IoT-Based Activity Recognition for Process Assistance in Human-Robot Disaster Response";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58638-6_5";"springer";"Adrian RebmannJana-Rebecca RehseMira PinterMarius SchnaubeltKevin DaunPeter Fettke";"Business Process Management Forum";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"COVID-19 Pandemic – Role of Technology in Transforming Business to the New Normal";;;;"http://link.springer.com/chapter/10.1007/978-3-030-60152-2_43";"springer";"Fiona Fui-Hoon NahKeng Siau";"HCI International 2020 – Late Breaking Papers: Interaction, Knowledge and Social Media";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Working from Home During Covid-19: How Do We ‘Do’ Social Interaction at a Distance?";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64849-7_29";"springer";"Banita LalYogesh K. DwivediMarkus Haag";"Re-imagining Diffusion and Adoption of Information Technology and Systems: A Continuing Conversation";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Augmented Reality Smart Glasses in the Workplace: Safety and Security in the Fourth Industrial Revolution Era";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58468-9_18";"springer";"Roberto PierdiccaMariorosario PristAndrea MonteriùEmanuele FrontoniFilippo CiarapicaMaurizio BevilacquaGiovanni Mazzuto";"Augmented Reality, Virtual Reality, and Computer Graphics";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Cyber Security Resilience in Business Informatics: An Exploratory Paper";;"Resilience; Security; Context Capability; Enterprise modeling ";"Although considerable effort is made to secure organisational infrastructures and to protect organizational assets, it is widely acknowledged that it is equally important to ensure that organisations need to define appropriate ways to harden their overall resilience including recovery from security incidents. In this exploratory paper we outline research challenges and we present the motivation and the foundations of a novel framework that is based on security resilience and capability modelling theory.";"http://link.springer.com/chapter/10.1007/978-3-030-61140-8_4";"springer";"Haralambos MouratidisJelena ZdravkovicJanis Stirna";"Perspectives in Business Informatics Research";;1;0;0;0;0;0;;0;0;;;;;2020;"Chapter";
"white";"Emerging Technologies and Emergent Workplaces: Findings from an Ethnographic Study at an Indian IT Organization";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64849-7_6";"springer";"Vinay Reddy VenumuddalaRajalaxmi Kamath";"Re-imagining Diffusion and Adoption of Information Technology and Systems: A Continuing Conversation";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Building Agility in Health Information Systems to Respond to the COVID-19 Pandemic: The Sri Lankan Experience";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64697-4_17";"springer";"Pamod AmarakoonJørn BraaSundeep SahayPandula SiribaddanaRoshan Hewapathirana";"The Future of Digital Work: The Challenge of Inequality";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"IoT Sensor Network Based Implementation for Rainfall Induced Landslide Monitoring";;;;"http://link.springer.com/chapter/10.1007/978-3-030-66763-4_26";"springer";"Joyeeta GoswamiAshim Saha";"Trends in Computational Intelligence, Security and Internet of Things";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"The Next Generation Web: Technologies and Services";;;;"http://link.springer.com/chapter/10.1007/978-3-030-66665-1_14";"springer";"Asoke K. Talukder";"Big Data Analytics";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Non-Functional Requirements Orienting the Development of Socially Responsible Software";;;;"http://link.springer.com/chapter/10.1007/978-3-030-49418-6_23";"springer";"Luiz Marcio CysneirosJulio Cesar Sampaio do Prado Leite";"Enterprise, Business-Process and Information Systems Modeling";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Establishing Secure Communication Channels Using Remote Attestation with TPM 2.0";;;;"http://link.springer.com/chapter/10.1007/978-3-030-59817-4_5";"springer";"Paul Georg WagnerPascal BirnstillJürgen Beyerer";"Security and Trust Management";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"My Vote, My (Personal) Data: Remote Electronic Voting and the General Data Protection Regulation";;;;"http://link.springer.com/chapter/10.1007/978-3-030-60347-2_11";"springer";"Adrià Rodríguez-Pérez";"Electronic Voting";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Creating It from SCRATCh: A Practical Approach for Enhancing the Security of IoT-Systems in a DevOps-Enabled Software Development Environment";;"DevOps; IoT; Cyber security ";"DevOps describes a method to reorganize the way different disciplines in software engineering work together to speed up software delivery. However, the introduction of DevOps-methods to organisations is a complex task. A successful introduction results in a set of structured process descriptions. Despite the structure, this process leaves margin for error: Especially security issues are addressed in individual stages, without consideration of the interdependence. Furthermore, applying DevOps-methods to distributed entities, such as the Internet of Things (IoT) is difficult as the architecture is tailormade for desktop and cloud resources. In this work, an overview of tooling employed in the stages of DevOps processes is introduced. Gaps in terms of security or applicability to the IoT are derived. Based on these gaps, solutions that are being developed in the course of the research project SCRATCh are presented and discussed in terms of benefit to DevOps-environments.";"http://link.springer.com/chapter/10.1007/978-3-030-55583-2_20";"springer";"Simon D. Duque AntonDaniel FraunholzDaniel KrohmerDaniel RetiHans D. SchottenFranklin SelgertMarcell MarosvölgyiMorten LarsenKrishna SudhakarTobias KochTill WittCédric Bassem";"Computer Safety, Reliability, and Security. SAFECOMP 2020 Workshops";;1;0;0;0;0;0;;0;0;;;;;2020;"Chapter";
"white";"A Software Engineering Approach to Implementation of SDG 6 in Adum-Aiona Community of Nigeria";;"Adum-Aiona; Behaviour change; Open defecation; Sustainable Development Goal 6; Software models; Water-sanitation-hygiene";"In this work, we adopt an engineering problem-solving approach to the open-air defecation health problem. We model social and behaviour change communication intervention among other components of a water-sanitation-hygiene (WASH) system in response to the menace of open defecation in rural and urban communities globally. We also used experimental outcomes to show empirically that patterns in data captured in the WASH process could be learnt for effective decision making using deep learning neural networks as an intelligent software engineering technique. Eradicating open defecation is one of the indicators used for measuring progress made towards the attainment of Sustainable Development Goal 6 (SDG 6). We use the Adum-Aiona community in Nigeria as case study in designing community-based total sanitation programs using software model-driven engineering approaches with the aim of promoting their implementation. This is because even when toilets and other sanitary infrastructure are available, behavior and social change efforts are needed to promote their large-scale use. Also, we demonstrate that besides being used to model software systems, computational models (software architecture) are useful in documenting and promoting understanding of concepts in virtually all fields of human endeavour. Our motivation is that enhancing understanding of open defecation through software modelling would help SDG 6 implementors and actors attain set sanitation goals in both rural and urban communities towards the SDGs target year 2030.";"http://link.springer.com/chapter/10.1007/978-3-030-58817-5_21";"springer";"Emmanuel OkewuSanjay MisraFernandez-Sanz Lius";"Computational Science and Its Applications – ICCSA 2020";;1;0;0;0;0;0;;0;0;;;;;2020;"Chapter";
"white";"Rapid Systems Response to COVID-19: Standards Disseminated as Digital Health Packages";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64697-4_18";"springer";"Olav PoppeZeferino SaugeneEdem KossiJohan Ivar SæbøJørn Braa";"The Future of Digital Work: The Challenge of Inequality";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Lean R&D: An Agile Research and Development Approach for Digital Transformation";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64148-1_7";"springer";"Marcos KalinowskiHélio LopesAlex Furtado TeixeiraGabriel da Silva CardosoAndré KuramotoBruno ItagybaSolon Tarso BatistaJuliana Alves PereiraThuener SilvaJorge Alam WarrakMarcelo da CostaMarinho FischerCristiane SalgadoBianca TeixeiraJacques ChuekeBruna Ferreira";"Product-Focused Software Process Improvement";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Towards a Trustworthy Patient Home-Care Thanks to an Edge-Node Infrastructure";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64266-2_11";"springer";"Carmelo ArditoTommaso Di NoiaEugenio Di SciascioDomenico LofúGiulio MallardiClaudio PomoFelice Vitulano";"Human-Centered Software Engineering";;0;0;;;;;;;;;;;;2020;"Chapter";
